order_id,user_id,dish_name,toppings_selected,addons_selected,season,order_date,quantity,total_price,profit_margin
1482,1051.0,Vada Pav,['Onion'],[],Christmas,2024-04-06,1,97,28.85
1483,1002.0,Pani Puri,"['Coriander', 'Onion', 'Dahi']",[],Holi,2023-10-14,2,314,124.74
1484,1002.0,Bhel,['Cheese'],['Chutney'],Christmas,2023-07-23,2,212,53.12
1485,1099.0,Pani Puri,"['Anar Seeds', 'Butter']",['Extra Cheese'],Rainy,2023-01-28,2,264,83.2
1486,1039.0,Chole Bhature,['Coriander'],"['Cold Drink', 'Chutney']",Christmas,2024-07-25,5,625,229.16
1487,1060.0,Masala Dosa,[],[],Rainy,2023-07-23,4,392,148.84
1488,1031.0,Pav Bhaji,"['Butter', 'Dahi']","['French Fries', 'Extra Cheese']",Navratri,2023-04-09,4,720,286.45
1489,1062.0,Pav Bhaji,[],"['French Fries', 'Papad']",Diwali,2023-10-18,5,740,217.24
1490,1027.0,Vada Pav,"['Anar Seeds', 'Tomato']",[],Diwali,2023-03-15,2,282,82.59
1491,,Pav Bhaji,"['Cheese', 'Dahi']",['French Fries'],Diwali,2024-01-29,2,354,77.01
1492,1004.0,Pani Puri,"['Dahi', 'Coriander']","['Cold Drink', 'Ice Cream']",Winter,2023-12-07,3,528,197.18
1493,1036.0,Chole Bhature,['Butter'],"['Ice Cream', 'French Fries']",Diwali,2023-08-01,2,306,96.02
1494,1060.0,Masala Dosa,"['Anar Seeds', 'Tomato']",[],Diwali,2024-01-25,1,139,37.13
1495,1035.0,Chole Bhature,"['Onion', 'Butter']","['Chutney', 'Ice Cream']",Diwali,2024-06-09,3,471,109.31
1496,1097.0,Pani Puri,[],[],Christmas,2024-05-07,4,592,190.84
1497,1027.0,Sev Puri,[],[],Navratri,2023-02-05,5,705,206.36
1498,1015.0,Sev Puri,"['Dahi', 'Cheese', 'Coriander']",[],Rainy,2023-03-03,1,128,43.03
1499,1090.0,Pani Puri,['Dahi'],['Papad'],Winter,2023-11-05,5,800,199.91
1500,1039.0,Masala Dosa,[],[],Navratri,2023-11-02,4,572,137.63
1501,1007.0,Vada Pav,"['Cheese', 'Butter', 'Coriander']","['French Fries', 'Chutney']",Holi,2023-10-09,1,179,43.96
1502,1025.0,Chole Bhature,['Onion'],[],Winter,2023-11-07,3,201,77.97
1503,1065.0,Bhel,['Tomato'],['Extra Cheese'],Winter,2023-07-26,4,376,85.6
1504,1079.0,Idli Sambar,[],['Ice Cream'],Rainy,2023-12-17,3,300,93.11
1505,1008.0,Pav Bhaji,"['Onion', 'Tomato']",['French Fries'],Christmas,2024-08-23,2,224,45.6
1506,1077.0,Bhel,"['Cheese', 'Anar Seeds']",[],Christmas,2023-06-17,5,625,135.72
1507,1072.0,Masala Dosa,"['Coriander', 'Tomato', 'Butter']",['French Fries'],Winter,2024-08-01,1,144,47.88
1508,1032.0,Bhel,"['Dahi', 'Butter']","['Ice Cream', 'Papad']",Rainy,2023-01-16,2,412,161.4
1509,1050.0,Pani Puri,"['Dahi', 'Cheese', 'Tomato']",['Chutney'],Diwali,2023-03-10,3,438,166.51
1510,1013.0,Bhel,['Anar Seeds'],"['Papad', 'French Fries']",Summer,2024-01-08,4,584,157.52
1511,1044.0,Idli Sambar,[],[],Winter,2024-08-06,4,352,78.54
1512,1016.0,Chole Bhature,"['Onion', 'Butter']",['Extra Cheese'],Diwali,2023-08-24,2,360,101.45
1513,1051.0,Bhel,"['Anar Seeds', 'Butter', 'Coriander']","['French Fries', 'Chutney']",Rainy,2024-03-21,1,220,81.34
1514,1005.0,Bhel,"['Anar Seeds', 'Cheese', 'Tomato']",[],Summer,2023-07-17,1,152,59.21
1515,1002.0,Bhel,"['Tomato', 'Coriander']","['Chutney', 'Papad']",Navratri,2024-01-18,4,732,154.15
1516,1000.0,Pav Bhaji,"['Cheese', 'Onion', 'Dahi']",['Cold Drink'],Winter,2023-11-08,3,528,152.56
1517,1002.0,Vada Pav,[],"['Extra Cheese', 'Cold Drink']",Summer,2024-04-27,4,636,175.55
1518,1014.0,Masala Dosa,"['Butter', 'Onion', 'Dahi']",[],Holi,2024-05-08,3,447,120.9
1519,1070.0,Pav Bhaji,"['Anar Seeds', 'Dahi']",['Cold Drink'],Holi,2023-03-31,5,695,244.33
1520,1016.0,Sev Puri,[],"['French Fries', 'Chutney']",Winter,2024-02-19,5,505,168.51
1521,1082.0,Pav Bhaji,"['Tomato', 'Dahi']",['Cold Drink'],Christmas,2024-01-28,5,755,213.73
1522,,Vada Pav,"['Coriander', 'Onion', 'Cheese']",[],Christmas,2023-01-21,5,405,94.47
1523,1021.0,Pav Bhaji,[],"['Papad', 'Cold Drink']",Summer,2023-04-23,3,423,141.28
1524,1034.0,Idli Sambar,"['Tomato', 'Anar Seeds']",[],Summer,2024-04-06,4,604,180.74
1525,1079.0,Bhel,"['Anar Seeds', 'Dahi', 'Butter']",[],Holi,2024-03-20,2,338,128.06
1526,1095.0,Chole Bhature,['Anar Seeds'],"['French Fries', 'Ice Cream']",Christmas,2024-07-11,2,340,112.57
1527,1026.0,Masala Dosa,[],['Cold Drink'],Navratri,2024-04-26,5,585,178.99
1528,1046.0,Idli Sambar,"['Butter', 'Onion']",['Cold Drink'],Navratri,2024-01-29,5,510,137.01
1529,1067.0,Bhel,"['Butter', 'Coriander', 'Tomato']",[],Rainy,2023-03-08,4,360,120.45
1530,,Sev Puri,"['Tomato', 'Butter']",['Chutney'],Navratri,2024-01-09,2,292,78.29
1531,1013.0,Bhel,"['Onion', 'Anar Seeds', 'Butter']",['Chutney'],Summer,2024-02-20,5,850,250.68
1532,1054.0,Pav Bhaji,"['Cheese', 'Butter', 'Coriander']","['Cold Drink', 'French Fries']",Christmas,2024-06-14,5,985,287.95
1533,1065.0,Idli Sambar,"['Onion', 'Coriander', 'Dahi']",[],Diwali,2024-05-08,5,625,235.56
1534,1007.0,Sev Puri,[],"['French Fries', 'Extra Cheese']",Winter,2023-07-24,1,178,47.85
1535,1054.0,Sev Puri,"['Cheese', 'Coriander', 'Tomato']",[],Christmas,2023-08-09,1,122,35.21
1536,,Pav Bhaji,[],['Chutney'],Diwali,2024-04-09,2,166,39.06
1537,1017.0,Masala Dosa,"['Dahi', 'Butter']","['Ice Cream', 'Chutney']",Holi,2024-05-06,5,725,224.1
1538,,Masala Dosa,"['Tomato', 'Dahi', 'Coriander']","['French Fries', 'Papad']",Holi,2024-06-27,3,429,116.7
1539,1003.0,Chole Bhature,"['Onion', 'Anar Seeds', 'Butter']",['Ice Cream'],Navratri,2023-08-08,5,500,120.01
1540,1008.0,Chole Bhature,[],['French Fries'],Summer,2023-10-29,1,123,29.66
1541,1010.0,Chole Bhature,[],[],Winter,2024-05-10,3,420,103.76
1542,1071.0,Masala Dosa,[],[],Summer,2023-03-22,5,735,279.17
1543,1057.0,Chole Bhature,[],[],Summer,2024-07-03,4,440,165.82
1544,1085.0,Pani Puri,[],"['Ice Cream', 'Extra Cheese']",Diwali,2024-01-10,2,316,108.47
1545,1007.0,Idli Sambar,['Dahi'],[],Winter,2023-01-01,2,148,44.68
1546,1075.0,Pav Bhaji,"['Dahi', 'Onion', 'Cheese']",['Ice Cream'],Holi,2023-06-01,4,624,193.01
1547,1015.0,Pani Puri,"['Dahi', 'Onion']",[],Rainy,2023-06-09,4,384,105.36
1548,1062.0,Bhel,"['Anar Seeds', 'Dahi']",['Chutney'],Winter,2024-08-18,4,648,224.98
1549,1013.0,Sev Puri,"['Cheese', 'Tomato']",[],Winter,2023-09-15,1,109,41.85
1550,1050.0,Vada Pav,[],"['Extra Cheese', 'Cold Drink']",Rainy,2023-01-18,4,548,168.49
1551,1053.0,Masala Dosa,"['Coriander', 'Dahi']",['Ice Cream'],Winter,2023-06-24,5,925,337.18
1552,1065.0,Idli Sambar,['Anar Seeds'],[],Diwali,2024-03-04,4,268,59.21
1553,1006.0,Vada Pav,[],[],Rainy,2024-03-10,4,200,55.4
1554,1061.0,Masala Dosa,"['Cheese', 'Tomato', 'Dahi']",[],Navratri,2023-06-29,3,534,119.6
1555,1065.0,Bhel,"['Butter', 'Onion', 'Coriander']",[],Diwali,2023-01-19,1,125,41.46
1556,,Masala Dosa,"['Coriander', 'Dahi']",['French Fries'],Holi,2023-08-20,5,855,258.7
1557,1043.0,Pani Puri,['Cheese'],"['Cold Drink', 'Chutney']",Rainy,2023-05-17,5,820,272.38
1558,,Pani Puri,"['Cheese', 'Dahi', 'Anar Seeds']","['French Fries', 'Chutney']",Summer,2023-03-25,5,735,256.62
1559,1024.0,Pav Bhaji,[],['Chutney'],Holi,2023-09-22,2,286,97.2
1560,1075.0,Masala Dosa,"['Cheese', 'Butter']",[],Diwali,2023-09-02,3,228,75.66
1561,,Sev Puri,[],[],Christmas,2023-04-11,4,448,155.38
1562,1073.0,Masala Dosa,"['Dahi', 'Coriander']","['Cold Drink', 'French Fries']",Navratri,2023-12-14,2,258,69.48
1563,1085.0,Vada Pav,"['Tomato', 'Onion']",[],Holi,2023-08-06,4,316,89.34
1564,1007.0,Sev Puri,['Coriander'],[],Summer,2023-10-12,1,68,16.87
1565,1096.0,Sev Puri,"['Coriander', 'Tomato']",[],Navratri,2024-02-02,1,165,53.23
1566,1091.0,Pav Bhaji,['Tomato'],['Chutney'],Navratri,2024-04-04,1,165,60.87
1567,1031.0,Masala Dosa,['Butter'],[],Holi,2024-07-07,5,650,197.01
1568,1028.0,Chole Bhature,"['Dahi', 'Butter', 'Anar Seeds']",[],Diwali,2023-01-02,3,420,99.66
1569,1096.0,Pani Puri,"['Coriander', 'Cheese']",['Extra Cheese'],Diwali,2023-12-27,1,126,30.52
1570,1092.0,Chole Bhature,['Tomato'],[],Christmas,2023-05-13,4,268,82.94
1571,1096.0,Pav Bhaji,"['Cheese', 'Coriander']","['Chutney', 'Cold Drink']",Winter,2023-12-26,1,121,29.34
1572,1096.0,Masala Dosa,['Anar Seeds'],[],Christmas,2023-09-20,5,590,178.55
1573,1096.0,Idli Sambar,"['Coriander', 'Butter', 'Anar Seeds']",[],Holi,2023-01-31,5,810,173.12
1574,1014.0,Pav Bhaji,"['Anar Seeds', 'Dahi', 'Tomato']",['Extra Cheese'],Winter,2024-03-02,1,124,28.25
1575,1026.0,Bhel,[],['Ice Cream'],Navratri,2023-12-31,1,117,43.75
1576,1091.0,Chole Bhature,[],[],Rainy,2024-08-14,3,150,59.12
1577,1013.0,Chole Bhature,"['Coriander', 'Butter']",[],Holi,2023-03-20,5,785,299.24
1578,1018.0,Pani Puri,"['Cheese', 'Dahi', 'Coriander']",['Ice Cream'],Summer,2024-05-20,1,180,46.75
1579,,Bhel,[],['Chutney'],Diwali,2024-08-21,2,256,98.99
1580,1094.0,Sev Puri,[],['Extra Cheese'],Diwali,2024-07-29,1,84,23.27
1581,1015.0,Sev Puri,[],['Papad'],Holi,2024-01-08,5,715,187.03
1582,,Chole Bhature,"['Butter', 'Cheese', 'Dahi']","['Cold Drink', 'Papad']",Winter,2023-11-08,5,740,248.0
1583,1020.0,Sev Puri,"['Butter', 'Tomato']",[],Holi,2023-06-09,4,428,136.48
1584,1019.0,Pani Puri,"['Tomato', 'Butter']",[],Rainy,2024-08-12,4,456,129.87
1585,1029.0,Pani Puri,"['Dahi', 'Onion']",['Chutney'],Winter,2024-04-01,3,357,130.28
1586,1037.0,Pani Puri,"['Butter', 'Dahi']","['Ice Cream', 'Cold Drink']",Navratri,2023-10-31,3,558,193.07
1587,1001.0,Pav Bhaji,['Anar Seeds'],['Ice Cream'],Christmas,2023-01-29,4,520,140.94
1588,1090.0,Pani Puri,"['Tomato', 'Cheese', 'Butter']",['Ice Cream'],Summer,2023-06-26,4,684,244.09
1589,,Idli Sambar,[],"['Papad', 'French Fries']",Diwali,2023-08-27,5,840,329.38
1590,,Sev Puri,"['Onion', 'Anar Seeds']","['French Fries', 'Chutney']",Rainy,2023-06-06,5,965,238.95
1591,,Pav Bhaji,"['Cheese', 'Coriander']",[],Rainy,2023-03-10,4,552,185.16
1592,1042.0,Pav Bhaji,['Anar Seeds'],[],Winter,2023-02-05,1,86,32.88
1593,1047.0,Vada Pav,"['Dahi', 'Cheese']",[],Rainy,2024-05-12,4,448,104.46
1594,1026.0,Masala Dosa,['Coriander'],['Ice Cream'],Holi,2024-01-14,2,242,56.33
1595,1063.0,Pav Bhaji,[],"['Cold Drink', 'Ice Cream']",Holi,2023-06-08,4,620,232.32
1596,,Masala Dosa,['Dahi'],['Cold Drink'],Holi,2023-06-10,4,324,111.06
1597,1082.0,Sev Puri,['Dahi'],"['Extra Cheese', 'Chutney']",Summer,2024-02-09,2,304,67.26
1598,,Bhel,[],[],Christmas,2024-04-03,3,198,44.24
1599,1013.0,Sev Puri,"['Butter', 'Coriander', 'Onion']",[],Rainy,2024-07-07,1,160,45.68
1600,1093.0,Idli Sambar,"['Butter', 'Anar Seeds', 'Cheese']","['Extra Cheese', 'French Fries']",Diwali,2024-01-04,2,412,90.0
1601,1027.0,Sev Puri,"['Cheese', 'Anar Seeds', 'Tomato']","['Extra Cheese', 'Chutney']",Christmas,2024-06-14,2,364,141.22
1602,1062.0,Sev Puri,['Onion'],['Papad'],Diwali,2024-06-10,5,640,204.82
1603,,Vada Pav,"['Tomato', 'Coriander']","['Papad', 'Extra Cheese']",Winter,2024-06-16,3,591,152.7
1604,1074.0,Vada Pav,['Coriander'],[],Navratri,2024-05-11,4,436,89.93
1605,1060.0,Chole Bhature,['Coriander'],"['Cold Drink', 'Ice Cream']",Christmas,2023-07-03,2,286,69.93
1606,,Sev Puri,"['Coriander', 'Tomato']",['Extra Cheese'],Winter,2024-01-31,1,97,23.53
1607,,Masala Dosa,"['Onion', 'Anar Seeds', 'Cheese']","['Extra Cheese', 'Chutney']",Christmas,2023-01-27,4,716,177.5
1608,1041.0,Idli Sambar,[],['Cold Drink'],Winter,2023-01-19,5,705,143.55
1609,,Pani Puri,"['Anar Seeds', 'Coriander']","['Cold Drink', 'Extra Cheese']",Holi,2024-05-23,4,524,154.86
1610,,Sev Puri,['Tomato'],['Ice Cream'],Winter,2024-04-09,4,532,131.19
1611,,Chole Bhature,"['Butter', 'Anar Seeds']","['Cold Drink', 'Ice Cream']",Holi,2024-05-19,3,558,197.87
1612,1070.0,Idli Sambar,[],[],Diwali,2023-09-12,5,615,164.95
1613,1059.0,Pav Bhaji,"['Tomato', 'Dahi']",['French Fries'],Winter,2023-02-12,2,244,73.87
1614,1069.0,Pani Puri,"['Anar Seeds', 'Butter', 'Onion']",[],Winter,2024-04-22,1,109,32.82
1615,1100.0,Vada Pav,[],['Cold Drink'],Christmas,2023-02-18,4,404,124.83
1616,1089.0,Bhel,"['Coriander', 'Anar Seeds']",[],Navratri,2023-03-03,2,256,73.56
1617,,Vada Pav,['Dahi'],"['Ice Cream', 'French Fries']",Christmas,2024-05-18,1,184,50.99
1618,,Bhel,['Butter'],['Papad'],Christmas,2023-04-29,4,596,163.56
1619,1030.0,Vada Pav,"['Cheese', 'Anar Seeds', 'Dahi']","['French Fries', 'Ice Cream']",Rainy,2024-03-28,3,456,115.97
1620,1029.0,Masala Dosa,"['Onion', 'Tomato']","['Papad', 'French Fries']",Rainy,2023-08-16,3,414,153.86
1621,1066.0,Masala Dosa,[],['French Fries'],Holi,2023-12-14,4,568,166.81
1622,1087.0,Bhel,['Anar Seeds'],[],Navratri,2024-04-04,3,279,84.26
1623,1071.0,Masala Dosa,['Cheese'],[],Rainy,2023-11-10,1,90,34.05
1624,1048.0,Pav Bhaji,['Coriander'],"['Ice Cream', 'French Fries']",Rainy,2024-01-07,4,508,200.95
1625,1033.0,Masala Dosa,[],"['French Fries', 'Chutney']",Navratri,2024-05-23,2,188,44.23
1626,1069.0,Vada Pav,"['Butter', 'Dahi']",['Papad'],Holi,2024-04-15,2,324,67.79
1627,1089.0,Pav Bhaji,['Anar Seeds'],"['Extra Cheese', 'French Fries']",Navratri,2023-07-15,5,545,110.89
1628,1010.0,Pav Bhaji,"['Tomato', 'Anar Seeds', 'Onion']",[],Winter,2024-04-24,4,424,155.96
1629,,Masala Dosa,['Dahi'],[],Winter,2023-11-06,3,195,46.98
1630,1084.0,Pav Bhaji,['Coriander'],[],Christmas,2023-04-16,4,528,126.11
1631,1017.0,Pav Bhaji,"['Anar Seeds', 'Tomato', 'Coriander']",[],Diwali,2023-11-28,4,680,168.87
1632,1034.0,Chole Bhature,"['Coriander', 'Dahi']",[],Rainy,2023-07-28,4,672,224.17
1633,,Pani Puri,"['Onion', 'Cheese', 'Dahi']",['Papad'],Diwali,2023-06-08,5,995,339.89
1634,1082.0,Pav Bhaji,"['Tomato', 'Butter', 'Coriander']",['Chutney'],Navratri,2023-02-17,1,180,51.21
1635,1068.0,Chole Bhature,['Anar Seeds'],"['Ice Cream', 'Papad']",Rainy,2024-08-11,4,764,290.04
1636,1021.0,Chole Bhature,"['Cheese', 'Tomato']",['Chutney'],Christmas,2023-10-28,5,715,187.57
1637,1039.0,Chole Bhature,['Cheese'],"['Ice Cream', 'Chutney']",Holi,2024-03-13,4,480,184.06
1638,,Chole Bhature,[],"['Ice Cream', 'Papad']",Winter,2023-11-26,4,760,209.47
1639,1007.0,Chole Bhature,['Dahi'],"['Ice Cream', 'Papad']",Winter,2023-11-27,5,725,223.53
1640,1079.0,Bhel,"['Cheese', 'Tomato']","['Ice Cream', 'Extra Cheese']",Summer,2023-10-20,3,489,170.41
1641,1082.0,Bhel,"['Coriander', 'Anar Seeds']",['Chutney'],Rainy,2024-07-29,5,725,165.93
1642,1086.0,Idli Sambar,"['Tomato', 'Butter', 'Cheese']",[],Summer,2024-08-15,5,440,123.68
1643,1000.0,Sev Puri,"['Anar Seeds', 'Tomato', 'Onion']","['Extra Cheese', 'Chutney']",Holi,2023-08-15,1,158,40.93
1644,1032.0,Chole Bhature,"['Cheese', 'Coriander', 'Tomato']",['Ice Cream'],Navratri,2023-04-21,1,124,43.88
1645,1084.0,Pani Puri,[],[],Navratri,2023-06-07,3,294,109.44
1646,1086.0,Pani Puri,['Anar Seeds'],['Extra Cheese'],Summer,2023-04-10,2,160,59.7
1647,1038.0,Pav Bhaji,"['Butter', 'Tomato']",['Cold Drink'],Navratri,2024-03-23,3,348,121.44
1648,1074.0,Pani Puri,"['Coriander', 'Dahi', 'Tomato']",['Cold Drink'],Summer,2024-08-23,3,477,190.63
1649,1012.0,Chole Bhature,"['Coriander', 'Butter']",[],Navratri,2023-10-12,3,300,111.29
1650,1049.0,Masala Dosa,['Anar Seeds'],"['Extra Cheese', 'French Fries']",Summer,2024-04-13,4,680,248.79
1651,1012.0,Idli Sambar,"['Tomato', 'Coriander']",['Cold Drink'],Navratri,2024-08-12,2,294,93.13
1652,,Vada Pav,"['Cheese', 'Onion']","['French Fries', 'Ice Cream']",Christmas,2023-09-30,1,189,38.15
1653,1083.0,Idli Sambar,['Butter'],['Ice Cream'],Christmas,2023-02-03,2,348,79.61
1654,,Sev Puri,"['Coriander', 'Cheese']","['Ice Cream', 'Extra Cheese']",Navratri,2023-10-27,1,127,30.85
1655,,Bhel,"['Onion', 'Coriander', 'Butter']",[],Christmas,2024-01-11,3,510,150.6
1656,,Pav Bhaji,['Onion'],[],Holi,2024-03-21,2,314,104.64
1657,1038.0,Chole Bhature,"['Tomato', 'Dahi']",[],Navratri,2024-02-29,1,102,21.75
1658,1089.0,Pani Puri,[],['French Fries'],Navratri,2023-09-12,1,135,27.34
1659,1002.0,Sev Puri,"['Tomato', 'Onion', 'Butter']","['Papad', 'Extra Cheese']",Navratri,2023-12-25,5,885,216.76
1660,1027.0,Idli Sambar,['Tomato'],['Cold Drink'],Summer,2024-03-28,1,177,51.81
1661,,Vada Pav,[],"['Ice Cream', 'French Fries']",Rainy,2024-06-17,2,380,100.58
1662,,Bhel,['Coriander'],['Ice Cream'],Rainy,2023-03-25,1,119,36.97
1663,1097.0,Pani Puri,['Onion'],[],Winter,2024-01-05,4,248,89.86
1664,1061.0,Chole Bhature,[],[],Christmas,2023-05-18,1,126,34.09
1665,1089.0,Idli Sambar,"['Dahi', 'Coriander']","['Papad', 'Ice Cream']",Summer,2023-11-02,1,184,51.26
1666,1055.0,Idli Sambar,"['Dahi', 'Coriander']",[],Holi,2023-03-27,2,248,78.39
1667,1077.0,Chole Bhature,"['Tomato', 'Dahi']","['Extra Cheese', 'Cold Drink']",Navratri,2023-09-05,4,592,167.12
1668,1025.0,Chole Bhature,"['Tomato', 'Onion']",['Cold Drink'],Navratri,2023-09-24,3,438,156.54
1669,1089.0,Bhel,['Butter'],[],Navratri,2024-02-17,4,440,93.63
1670,1005.0,Pani Puri,['Anar Seeds'],['French Fries'],Summer,2023-01-31,1,174,49.7
1671,1032.0,Bhel,"['Coriander', 'Butter']",['French Fries'],Navratri,2023-05-12,4,476,159.92
1672,,Sev Puri,"['Tomato', 'Anar Seeds', 'Dahi']",[],Christmas,2023-12-06,2,296,89.38
1673,1029.0,Chole Bhature,['Anar Seeds'],[],Holi,2023-04-16,3,405,136.28
1674,1068.0,Sev Puri,"['Anar Seeds', 'Coriander', 'Cheese']",[],Diwali,2023-05-13,5,595,146.41
1675,1043.0,Bhel,['Anar Seeds'],"['Papad', 'Extra Cheese']",Rainy,2023-12-01,2,392,134.34
1676,,Idli Sambar,[],[],Rainy,2024-06-14,3,276,58.82
1677,,Pav Bhaji,['Anar Seeds'],['Chutney'],Winter,2024-04-20,4,448,154.71
1678,1049.0,Masala Dosa,[],[],Diwali,2023-11-19,3,396,119.15
1679,1062.0,Masala Dosa,[],[],Holi,2024-04-24,1,118,26.33
1680,1074.0,Sev Puri,['Tomato'],"['Cold Drink', 'Ice Cream']",Summer,2024-05-30,1,153,44.95
1681,1065.0,Vada Pav,['Dahi'],['Ice Cream'],Diwali,2023-08-03,2,314,75.08
1682,1098.0,Vada Pav,"['Tomato', 'Dahi']","['Ice Cream', 'Chutney']",Diwali,2024-06-10,4,508,134.34
1683,1048.0,Bhel,['Onion'],['Chutney'],Christmas,2024-07-11,5,420,144.85
1684,1062.0,Pav Bhaji,"['Anar Seeds', 'Onion', 'Dahi']",['Cold Drink'],Christmas,2023-01-22,4,624,161.67
1685,1077.0,Vada Pav,"['Cheese', 'Tomato', 'Onion']",['Cold Drink'],Rainy,2023-06-07,3,387,122.24
1686,,Masala Dosa,"['Coriander', 'Dahi']",['Ice Cream'],Diwali,2023-12-30,1,165,58.32
1687,,Pani Puri,"['Cheese', 'Tomato']",['Papad'],Diwali,2023-10-31,5,545,205.08
1688,,Vada Pav,[],[],Summer,2023-10-25,5,570,126.32
1689,1050.0,Chole Bhature,"['Dahi', 'Coriander', 'Tomato']",[],Holi,2024-06-23,3,312,105.01
1690,1020.0,Sev Puri,"['Tomato', 'Anar Seeds']","['Extra Cheese', 'Chutney']",Navratri,2024-07-22,2,314,116.8
1691,,Vada Pav,"['Cheese', 'Coriander', 'Tomato']",['Papad'],Navratri,2023-11-28,4,560,177.52
1692,1020.0,Sev Puri,[],['Chutney'],Holi,2023-05-20,3,327,120.29
1693,1062.0,Chole Bhature,"['Coriander', 'Cheese']",['Papad'],Navratri,2023-06-12,1,171,34.87
1694,1025.0,Idli Sambar,"['Tomato', 'Anar Seeds', 'Dahi']",['Cold Drink'],Christmas,2024-03-12,5,920,186.04
1695,1013.0,Pav Bhaji,"['Cheese', 'Coriander', 'Onion']",[],Rainy,2023-03-30,2,302,80.65
1696,1058.0,Pav Bhaji,['Onion'],['Ice Cream'],Rainy,2023-11-20,4,600,142.27
1697,1002.0,Masala Dosa,[],"['French Fries', 'Ice Cream']",Rainy,2023-10-12,1,153,46.41
1698,1002.0,Idli Sambar,[],[],Navratri,2023-08-04,4,532,129.27
1699,1060.0,Pav Bhaji,"['Cheese', 'Coriander']",[],Holi,2023-10-13,3,219,80.24
1700,1067.0,Chole Bhature,[],['Papad'],Christmas,2023-04-15,4,580,211.43
1701,1100.0,Sev Puri,[],[],Winter,2023-10-25,3,303,97.01
1702,1016.0,Chole Bhature,"['Cheese', 'Coriander']","['Extra Cheese', 'Cold Drink']",Holi,2023-09-18,5,935,295.8
1703,,Chole Bhature,[],"['Papad', 'Cold Drink']",Winter,2024-01-26,4,472,151.6
1704,1042.0,Bhel,['Coriander'],['Chutney'],Diwali,2023-01-30,4,688,242.42
1705,1026.0,Sev Puri,['Onion'],['Extra Cheese'],Diwali,2024-04-26,3,534,143.41
1706,,Masala Dosa,[],[],Diwali,2023-12-11,5,380,151.77
1707,,Vada Pav,"['Tomato', 'Cheese', 'Butter']",[],Summer,2023-05-26,3,327,93.56
1708,1000.0,Idli Sambar,"['Tomato', 'Dahi']",['Papad'],Diwali,2024-07-11,2,214,52.87
1709,1002.0,Bhel,[],[],Christmas,2024-01-15,5,560,146.45
1710,1057.0,Sev Puri,['Tomato'],[],Navratri,2023-02-11,3,378,93.69
1711,1003.0,Sev Puri,[],[],Summer,2024-04-19,3,345,98.54
1712,1091.0,Chole Bhature,"['Cheese', 'Coriander']",[],Rainy,2023-04-27,1,123,30.82
1713,1066.0,Bhel,"['Tomato', 'Dahi', 'Cheese']","['Ice Cream', 'Extra Cheese']",Summer,2023-10-28,1,220,63.54
1714,1026.0,Chole Bhature,['Anar Seeds'],[],Christmas,2024-05-26,1,99,35.96
1715,1013.0,Pani Puri,"['Onion', 'Tomato', 'Dahi']",[],Diwali,2023-06-29,2,294,58.88
1716,1058.0,Pav Bhaji,"['Butter', 'Dahi', 'Onion']","['Chutney', 'Papad']",Summer,2023-06-30,4,520,145.71
1717,1057.0,Pani Puri,[],"['Extra Cheese', 'Papad']",Summer,2023-01-01,3,531,149.48
1718,,Sev Puri,"['Cheese', 'Anar Seeds']",[],Diwali,2024-07-08,2,140,37.15
1719,1036.0,Idli Sambar,"['Tomato', 'Cheese', 'Coriander']",['Extra Cheese'],Christmas,2023-06-08,5,675,209.27
1720,1100.0,Bhel,['Dahi'],['French Fries'],Navratri,2024-07-18,1,168,40.18
1721,1052.0,Vada Pav,['Coriander'],[],Rainy,2023-10-11,5,495,153.08
1722,,Vada Pav,['Anar Seeds'],[],Holi,2023-06-20,1,107,33.78
1723,,Masala Dosa,"['Cheese', 'Coriander']",[],Holi,2023-07-10,1,78,15.94
1724,1008.0,Pav Bhaji,['Onion'],"['Papad', 'French Fries']",Rainy,2024-07-20,1,194,55.42
1725,1018.0,Pani Puri,[],['Ice Cream'],Winter,2024-04-11,2,336,105.25
1726,1050.0,Pav Bhaji,"['Anar Seeds', 'Tomato', 'Coriander']",['Cold Drink'],Holi,2024-04-07,5,555,129.19
1727,1002.0,Chole Bhature,"['Butter', 'Dahi']",[],Navratri,2024-06-26,4,668,159.46
1728,1024.0,Masala Dosa,"['Coriander', 'Cheese']",[],Summer,2023-03-16,1,77,28.53
1729,1055.0,Pani Puri,"['Onion', 'Cheese']",['Chutney'],Rainy,2023-11-25,1,94,37.47
1730,1028.0,Idli Sambar,"['Cheese', 'Onion', 'Tomato']","['French Fries', 'Cold Drink']",Navratri,2023-06-23,5,605,219.8
1731,,Pani Puri,"['Cheese', 'Butter', 'Tomato']",[],Diwali,2024-08-13,2,186,63.9
1732,,Pav Bhaji,"['Coriander', 'Onion']","['Chutney', 'French Fries']",Christmas,2023-09-09,2,398,96.46
1733,1075.0,Chole Bhature,['Cheese'],[],Navratri,2024-06-15,2,234,77.77
1734,,Masala Dosa,"['Tomato', 'Onion', 'Dahi']",[],Summer,2023-11-28,5,770,192.45
1735,1027.0,Sev Puri,"['Tomato', 'Dahi']","['Cold Drink', 'Ice Cream']",Navratri,2023-09-21,4,684,228.6
1736,,Sev Puri,"['Cheese', 'Onion']","['Ice Cream', 'Cold Drink']",Holi,2023-05-28,4,816,304.65
