dish_id,dish_name,category,base_price,available_toppings,available_addons
1286,Vada Pav,Main Course,112,"['Butter', 'Tomato', 'Dahi', 'Anar Seeds', 'Onion', 'Cheese', 'Coriander']","['Ice Cream', 'Extra Cheese']"
1287,Chicken Curry,Street Food,234,"['Coriander', 'Onion', 'Dahi', 'Anar Seeds', 'Cheese', 'Tomato', 'Butter']","['Ice Cream', 'Extra Cheese', 'Papad', 'French Fries']"
1288,Paneer Tikka,Main Course,219,"['Tomato', 'Butter', 'Anar Seeds']","['Ice Cream', 'Extra Cheese', 'Chutney', 'Cold Drink', 'Papad', 'French Fries']"
1289,Sev Puri,Main Course,218,"['Dahi', 'Tomato', 'Anar Seeds', 'Butter', 'Coriander', 'Onion', 'Cheese']","['Cold Drink', 'Chutney', 'Papad', 'Ice Cream', 'Extra Cheese', 'French Fries']"
1290,Cold Coffee,Snack,174,"['Anar Seeds', 'Cheese', 'Coriander', 'Dahi', 'Butter', 'Onion']","['Cold Drink', 'Chutney']"
1291,Misal Pav,Dessert,148,"['Tomato', 'Butter', 'Cheese']","['Cold Drink', 'Extra Cheese', 'French Fries', 'Ice Cream', 'Papad']"
1292,Dal Tadka,Street Food,56,"['Cheese', 'Tomato', 'Anar Seeds', 'Coriander', 'Onion', 'Butter', 'Dahi']",['Ice Cream']
1293,Lassi,Main Course,251,"['Anar Seeds', 'Onion']",['Cold Drink']
1294,Thali,Street Food,288,"['Tomato', 'Dahi', 'Onion', 'Butter']","['French Fries', 'Extra Cheese', 'Ice Cream', 'Papad']"
1295,Pani Puri,Drink,261,"['Butter', 'Coriander']",['Cold Drink']
1296,Dhokla,Snack,118,"['Coriander', 'Onion', 'Dahi']","['Chutney', 'Ice Cream', 'Papad', 'Extra Cheese']"
1297,Thali,Drink,96,"['Anar Seeds', 'Cheese', 'Coriander', 'Dahi', 'Butter', 'Onion', 'Tomato']","['Cold Drink', 'French Fries']"
1298,Rasgulla,Main Course,284,"['Dahi', 'Onion', 'Cheese']","['Extra Cheese', 'Chutney', 'Cold Drink', 'Papad']"
1299,Pav Bhaji,Main Course,276,"['Cheese', 'Dahi', 'Onion', 'Anar Seeds', 'Coriander']","['Papad', 'Ice Cream', 'Chutney']"
1300,Chole Bhature,Dessert,88,"['Tomato', 'Cheese', 'Dahi', 'Coriander', 'Onion']","['Papad', 'Ice Cream', 'French Fries', 'Chutney', 'Cold Drink']"
1301,Dhokla,Main Course,197,"['Coriander', 'Anar Seeds', 'Tomato', 'Butter']","['French Fries', 'Papad', 'Extra Cheese', 'Cold Drink', 'Chutney']"
1302,Vada Pav,Drink,292,['Coriander'],"['Extra Cheese', 'Papad', 'French Fries', 'Cold Drink', 'Chutney', 'Ice Cream']"
1303,Sev Puri,Drink,85,"['Onion', 'Tomato', 'Dahi', 'Anar Seeds', 'Coriander', 'Cheese', 'Butter']","['Papad', 'Ice Cream', 'French Fries', 'Extra Cheese']"
1304,Dhokla,Street Food,250,"['Dahi', 'Tomato', 'Onion']","['Papad', 'Cold Drink']"
1305,Aloo Tikki,Main Course,275,['Onion'],['Ice Cream']
1306,Paratha,Dessert,173,['Cheese'],"['Cold Drink', 'Chutney', 'Ice Cream']"
1307,Chicken Curry,Street Food,176,['Tomato'],"['Papad', 'Cold Drink']"
1308,Vada Pav,Main Course,208,"['Coriander', 'Anar Seeds']","['Cold Drink', 'Chutney', 'Extra Cheese', 'French Fries', 'Papad', 'Ice Cream']"
1309,Pani Puri,Dessert,278,"['Coriander', 'Tomato', 'Dahi']","['Papad', 'French Fries']"
1310,Upma,Dessert,173,"['Coriander', 'Anar Seeds', 'Onion', 'Dahi', 'Butter']","['Cold Drink', 'Ice Cream', 'Papad', 'French Fries', 'Extra Cheese']"
1311,Chai,Main Course,130,"['Cheese', 'Anar Seeds', 'Tomato', 'Onion', 'Coriander']","['Extra Cheese', 'Ice Cream', 'Chutney', 'Cold Drink']"
1312,Sev Puri,Dessert,64,"['Anar Seeds', 'Butter', 'Dahi', 'Onion', 'Tomato', 'Coriander', 'Cheese']","['Extra Cheese', 'French Fries', 'Cold Drink']"
1313,Paneer Tikka,Street Food,176,"['Dahi', 'Butter', 'Cheese', 'Tomato']","['Ice Cream', 'Extra Cheese', 'Cold Drink', 'French Fries', 'Papad']"
1314,Dal Tadka,Main Course,112,"['Cheese', 'Anar Seeds', 'Onion', 'Butter', 'Dahi', 'Tomato', 'Coriander']","['Cold Drink', 'French Fries', 'Chutney', 'Ice Cream']"
1315,Fish Fry,Snack,122,"['Tomato', 'Dahi']","['French Fries', 'Chutney', 'Papad']"
1316,Idli Sambar,Snack,130,"['Dahi', 'Anar Seeds', 'Tomato', 'Butter', 'Onion', 'Coriander']","['Chutney', 'French Fries', 'Cold Drink', 'Papad', 'Extra Cheese', 'Ice Cream']"
1317,Idli Sambar,Dessert,260,"['Tomato', 'Anar Seeds', 'Onion', 'Butter']","['Cold Drink', 'Ice Cream', 'Chutney', 'Extra Cheese', 'French Fries', 'Papad']"
1318,Paneer Tikka,Main Course,217,"['Coriander', 'Butter', 'Onion', 'Anar Seeds']","['Ice Cream', 'Chutney', 'Extra Cheese', 'Cold Drink']"
1319,Dhokla,Street Food,126,"['Anar Seeds', 'Coriander', 'Cheese', 'Butter', 'Tomato']","['Extra Cheese', 'Papad', 'French Fries', 'Ice Cream', 'Cold Drink']"
1320,Dal Tadka,Snack,52,"['Cheese', 'Dahi', 'Butter']","['Papad', 'French Fries', 'Chutney', 'Ice Cream', 'Cold Drink', 'Extra Cheese']"
1321,Sev Puri,Street Food,77,['Anar Seeds'],['Ice Cream']
1322,Rasgulla,Street Food,291,"['Butter', 'Dahi', 'Cheese', 'Coriander', 'Anar Seeds']","['French Fries', 'Extra Cheese', 'Chutney', 'Cold Drink', 'Papad', 'Ice Cream']"
1323,Fish Fry,Dessert,298,"['Onion', 'Dahi', 'Anar Seeds', 'Coriander']","['Papad', 'Extra Cheese']"
1324,Poha,Snack,175,"['Coriander', 'Tomato', 'Anar Seeds']","['Cold Drink', 'Ice Cream', 'Chutney']"
1325,Sev Puri,Dessert,216,"['Cheese', 'Tomato']","['Papad', 'French Fries', 'Extra Cheese', 'Chutney', 'Ice Cream', 'Cold Drink']"
1326,Chole Bhature,Dessert,67,"['Dahi', 'Anar Seeds', 'Tomato', 'Onion', 'Butter', 'Cheese']","['Ice Cream', 'French Fries', 'Papad', 'Cold Drink', 'Chutney', 'Extra Cheese']"
1327,Dal Tadka,Drink,250,"['Cheese', 'Onion', 'Dahi', 'Anar Seeds', 'Tomato']","['French Fries', 'Ice Cream', 'Chutney']"
1328,Samosa,Snack,88,['Anar Seeds'],"['French Fries', 'Cold Drink']"
1329,Poha,Snack,270,"['Coriander', 'Butter', 'Cheese', 'Tomato', 'Anar Seeds', 'Dahi']","['Chutney', 'Papad', 'Extra Cheese', 'Ice Cream', 'French Fries']"
1330,Idli Sambar,Street Food,132,"['Tomato', 'Dahi', 'Anar Seeds', 'Butter', 'Cheese', 'Onion']","['French Fries', 'Chutney']"
1331,Upma,Street Food,53,"['Anar Seeds', 'Dahi', 'Coriander', 'Tomato', 'Onion']","['French Fries', 'Ice Cream', 'Extra Cheese', 'Cold Drink']"
1332,Veg Biryani,Drink,262,"['Dahi', 'Coriander', 'Cheese', 'Onion', 'Anar Seeds']","['French Fries', 'Extra Cheese', 'Papad', 'Ice Cream', 'Cold Drink', 'Chutney']"
1333,Rasgulla,Main Course,250,"['Onion', 'Coriander']","['Chutney', 'Extra Cheese']"
1334,Lassi,Drink,239,"['Tomato', 'Cheese', 'Onion']","['French Fries', 'Chutney', 'Papad', 'Ice Cream']"
1335,Veg Biryani,Drink,168,"['Coriander', 'Dahi', 'Onion', 'Cheese', 'Anar Seeds', 'Tomato', 'Butter']","['Extra Cheese', 'French Fries', 'Chutney', 'Cold Drink']"
1336,Upma,Street Food,115,"['Anar Seeds', 'Coriander', 'Butter', 'Cheese']","['Extra Cheese', 'Papad', 'French Fries']"
1337,Gulab Jamun,Dessert,197,"['Coriander', 'Tomato']","['French Fries', 'Chutney', 'Cold Drink', 'Extra Cheese']"
1338,Dhokla,Street Food,187,"['Tomato', 'Onion']","['Extra Cheese', 'Chutney']"
1339,Bhel,Street Food,218,"['Cheese', 'Coriander']","['Cold Drink', 'French Fries', 'Extra Cheese', 'Ice Cream', 'Papad', 'Chutney']"
1340,Thali,Drink,172,"['Dahi', 'Butter', 'Cheese', 'Onion', 'Tomato', 'Anar Seeds']","['Extra Cheese', 'Cold Drink', 'Papad', 'French Fries', 'Chutney']"
1341,Fish Fry,Drink,241,"['Onion', 'Coriander', 'Dahi']","['Extra Cheese', 'French Fries', 'Papad', 'Cold Drink', 'Ice Cream']"
1342,Veg Biryani,Main Course,185,"['Dahi', 'Anar Seeds', 'Cheese', 'Coriander']","['Extra Cheese', 'Cold Drink']"
1343,Ice Cream,Drink,99,"['Cheese', 'Onion']","['Cold Drink', 'Papad']"
1344,Paneer Tikka,Drink,287,"['Anar Seeds', 'Cheese', 'Tomato', 'Butter', 'Onion']","['Extra Cheese', 'French Fries', 'Papad']"
1345,Paneer Tikka,Drink,203,"['Dahi', 'Anar Seeds', 'Tomato', 'Onion', 'Butter', 'Coriander']",['Chutney']
1346,Lassi,Main Course,83,"['Onion', 'Dahi', 'Butter', 'Anar Seeds']","['Cold Drink', 'French Fries', 'Chutney', 'Extra Cheese']"
1347,Paratha,Main Course,257,"['Butter', 'Anar Seeds', 'Coriander', 'Dahi', 'Onion', 'Cheese', 'Tomato']","['Cold Drink', 'Extra Cheese', 'Ice Cream', 'Papad', 'Chutney', 'French Fries']"
1348,Aloo Tikki,Snack,274,"['Butter', 'Coriander', 'Cheese']",['Cold Drink']
1349,Butter Naan,Dessert,264,"['Cheese', 'Butter', 'Tomato', 'Dahi', 'Anar Seeds']","['Papad', 'Extra Cheese', 'Chutney', 'Ice Cream']"
1350,Aloo Tikki,Main Course,58,"['Dahi', 'Onion', 'Coriander', 'Butter']","['Cold Drink', 'Papad', 'Ice Cream']"
1351,Dhokla,Drink,262,"['Anar Seeds', 'Onion', 'Cheese', 'Coriander', 'Tomato']","['Extra Cheese', 'French Fries', 'Cold Drink', 'Ice Cream', 'Chutney']"
1352,Chicken Curry,Dessert,224,"['Dahi', 'Anar Seeds', 'Coriander', 'Tomato', 'Onion', 'Cheese', 'Butter']","['Cold Drink', 'Extra Cheese', 'French Fries']"
1353,Veg Biryani,Dessert,55,"['Cheese', 'Dahi', 'Coriander']","['French Fries', 'Papad', 'Chutney', 'Cold Drink']"
1354,Paratha,Dessert,293,"['Dahi', 'Coriander', 'Tomato', 'Onion', 'Anar Seeds', 'Butter']","['Papad', 'Extra Cheese', 'Cold Drink', 'Chutney', 'French Fries', 'Ice Cream']"
1355,Bhel,Main Course,256,['Butter'],"['Papad', 'Cold Drink']"
1356,Cold Coffee,Dessert,123,['Butter'],"['Extra Cheese', 'Cold Drink', 'French Fries', 'Chutney', 'Ice Cream']"
1357,Samosa,Drink,279,"['Onion', 'Butter', 'Anar Seeds', 'Tomato', 'Cheese']","['Extra Cheese', 'Ice Cream', 'Chutney', 'French Fries', 'Cold Drink']"
1358,Falooda,Main Course,91,"['Butter', 'Anar Seeds', 'Dahi', 'Coriander']","['French Fries', 'Extra Cheese', 'Ice Cream', 'Cold Drink', 'Chutney']"
1359,Dal Tadka,Drink,89,['Butter'],"['Papad', 'Extra Cheese', 'Ice Cream', 'Cold Drink', 'French Fries', 'Chutney']"
1360,Sev Puri,Dessert,151,"['Tomato', 'Butter', 'Onion']","['Chutney', 'Extra Cheese', 'French Fries', 'Ice Cream', 'Cold Drink']"
1361,Chai,Street Food,69,"['Onion', 'Butter', 'Coriander', 'Anar Seeds', 'Tomato', 'Dahi', 'Cheese']","['Extra Cheese', 'Papad', 'Cold Drink', 'French Fries', 'Ice Cream']"
1362,Jalebi,Dessert,233,['Tomato'],"['Papad', 'Chutney', 'French Fries', 'Ice Cream']"
1363,Misal Pav,Street Food,46,"['Dahi', 'Cheese', 'Coriander', 'Onion', 'Anar Seeds', 'Butter']","['Extra Cheese', 'Ice Cream', 'French Fries', 'Chutney', 'Papad', 'Cold Drink']"
1364,Pav Bhaji,Dessert,176,"['Anar Seeds', 'Butter', 'Tomato', 'Cheese', 'Dahi']","['Extra Cheese', 'Papad', 'Chutney', 'French Fries', 'Cold Drink', 'Ice Cream']"
1365,Gulab Jamun,Snack,161,['Anar Seeds'],"['Ice Cream', 'Extra Cheese', 'Chutney', 'Papad', 'French Fries']"
1366,Chole Bhature,Dessert,92,"['Onion', 'Butter', 'Tomato', 'Cheese', 'Coriander']",['French Fries']
1367,Poha,Snack,101,['Coriander'],"['Ice Cream', 'Papad', 'French Fries', 'Chutney', 'Cold Drink', 'Extra Cheese']"
1368,Masala Dosa,Drink,179,"['Onion', 'Cheese']","['Chutney', 'Extra Cheese']"
1369,Misal Pav,Snack,191,['Coriander'],"['French Fries', 'Ice Cream', 'Cold Drink', 'Papad', 'Extra Cheese', 'Chutney']"
1370,Pani Puri,Main Course,44,"['Dahi', 'Tomato', 'Cheese', 'Coriander', 'Butter', 'Onion', 'Anar Seeds']","['Cold Drink', 'Ice Cream', 'French Fries', 'Extra Cheese']"
1371,Upma,Main Course,179,"['Coriander', 'Cheese', 'Anar Seeds', 'Dahi', 'Onion', 'Tomato']","['Ice Cream', 'Papad', 'Cold Drink', 'Extra Cheese']"
1372,Ice Cream,Main Course,176,"['Dahi', 'Cheese', 'Onion', 'Anar Seeds', 'Butter', 'Coriander', 'Tomato']","['Papad', 'Chutney', 'Extra Cheese', 'Cold Drink', 'Ice Cream', 'French Fries']"
1373,Paratha,Drink,47,"['Tomato', 'Anar Seeds']","['Ice Cream', 'Extra Cheese', 'French Fries']"
1374,Misal Pav,Street Food,267,"['Anar Seeds', 'Butter']","['Chutney', 'Cold Drink', 'Papad', 'French Fries']"
1375,Chai,Dessert,110,"['Coriander', 'Butter', 'Cheese']","['Ice Cream', 'Papad', 'Extra Cheese', 'Cold Drink']"
1376,Aloo Tikki,Main Course,47,['Butter'],"['Chutney', 'Extra Cheese']"
1377,Jalebi,Snack,280,"['Butter', 'Onion', 'Tomato', 'Anar Seeds']","['Papad', 'Extra Cheese', 'French Fries', 'Chutney', 'Cold Drink', 'Ice Cream']"
1378,Jalebi,Drink,223,"['Cheese', 'Coriander', 'Anar Seeds', 'Onion', 'Butter', 'Dahi', 'Tomato']","['Ice Cream', 'French Fries', 'Cold Drink', 'Chutney', 'Extra Cheese', 'Papad']"
1379,Sev Puri,Dessert,87,['Onion'],"['Papad', 'Chutney', 'Ice Cream', 'Cold Drink', 'French Fries', 'Extra Cheese']"
1380,Misal Pav,Drink,251,"['Anar Seeds', 'Tomato', 'Coriander']","['Ice Cream', 'Papad', 'Chutney']"
1381,Rasgulla,Street Food,78,"['Cheese', 'Coriander']","['Ice Cream', 'French Fries', 'Cold Drink']"
1382,Dal Tadka,Drink,290,"['Dahi', 'Tomato', 'Coriander']","['Chutney', 'French Fries', 'Cold Drink', 'Ice Cream', 'Papad', 'Extra Cheese']"
1383,Misal Pav,Street Food,284,"['Anar Seeds', 'Cheese', 'Onion']",['Chutney']
1384,Dhokla,Dessert,136,"['Butter', 'Dahi', 'Onion']","['Extra Cheese', 'Papad', 'Cold Drink']"
1385,Pani Puri,Street Food,247,"['Anar Seeds', 'Onion', 'Butter', 'Tomato', 'Cheese', 'Dahi']","['Extra Cheese', 'Cold Drink']"
1386,Butter Naan,Street Food,96,"['Dahi', 'Tomato', 'Coriander']","['French Fries', 'Chutney', 'Ice Cream', 'Extra Cheese', 'Papad', 'Cold Drink']"
1387,Sev Puri,Main Course,177,"['Tomato', 'Dahi', 'Cheese', 'Onion', 'Anar Seeds', 'Butter', 'Coriander']","['Cold Drink', 'Ice Cream', 'Extra Cheese']"
1388,Dhokla,Dessert,225,"['Cheese', 'Onion']","['Extra Cheese', 'Papad']"
1389,Masala Dosa,Dessert,76,['Cheese'],"['Papad', 'French Fries', 'Cold Drink', 'Chutney', 'Extra Cheese', 'Ice Cream']"
1390,Aloo Tikki,Snack,85,['Onion'],"['Ice Cream', 'Extra Cheese', 'Papad']"
1391,Thali,Drink,193,['Butter'],"['Ice Cream', 'Chutney']"
1392,Upma,Drink,278,"['Onion', 'Cheese', 'Dahi']",['Ice Cream']
1393,Thali,Snack,218,"['Coriander', 'Cheese']",['French Fries']
1394,Jalebi,Dessert,200,"['Cheese', 'Tomato']","['Cold Drink', 'Extra Cheese']"
1395,Falooda,Dessert,166,"['Butter', 'Cheese', 'Coriander', 'Anar Seeds']",['Cold Drink']
1396,Sev Puri,Dessert,273,"['Tomato', 'Anar Seeds', 'Dahi', 'Cheese']","['Cold Drink', 'Extra Cheese', 'Ice Cream', 'French Fries']"
1397,Butter Naan,Main Course,217,"['Butter', 'Cheese', 'Tomato']","['Chutney', 'Papad', 'Ice Cream', 'Cold Drink', 'Extra Cheese', 'French Fries']"
1398,Paneer Tikka,Drink,90,['Butter'],"['Chutney', 'Papad', 'Extra Cheese', 'Ice Cream']"
1399,Veg Biryani,Dessert,204,"['Coriander', 'Tomato', 'Anar Seeds', 'Onion', 'Butter', 'Cheese']","['French Fries', 'Extra Cheese', 'Cold Drink', 'Ice Cream']"
1400,Lassi,Drink,144,"['Butter', 'Coriander', 'Cheese', 'Tomato', 'Onion', 'Dahi']","['Cold Drink', 'French Fries', 'Chutney', 'Ice Cream', 'Extra Cheese']"
1401,Falooda,Street Food,122,"['Tomato', 'Onion', 'Coriander', 'Anar Seeds']","['French Fries', 'Ice Cream', 'Extra Cheese', 'Papad', 'Cold Drink', 'Chutney']"
1402,Sev Puri,Main Course,161,"['Coriander', 'Anar Seeds', 'Tomato', 'Cheese', 'Butter', 'Onion', 'Dahi']","['Chutney', 'Extra Cheese', 'Ice Cream', 'French Fries', 'Papad']"
1403,Bhel,Dessert,242,"['Butter', 'Coriander']","['Extra Cheese', 'Chutney', 'Ice Cream', 'Cold Drink', 'French Fries']"
1404,Ice Cream,Drink,195,['Anar Seeds'],"['Ice Cream', 'Papad', 'Cold Drink']"
1405,Gulab Jamun,Main Course,285,"['Cheese', 'Coriander', 'Dahi']",['French Fries']
1406,Chicken Curry,Snack,97,"['Anar Seeds', 'Cheese', 'Onion', 'Coriander', 'Butter', 'Tomato']","['Chutney', 'Cold Drink', 'French Fries']"
1407,Vada Pav,Drink,140,"['Coriander', 'Cheese', 'Butter', 'Anar Seeds', 'Tomato', 'Onion', 'Dahi']","['French Fries', 'Extra Cheese', 'Cold Drink']"
1408,Chicken Curry,Snack,220,['Dahi'],['French Fries']
1409,Butter Naan,Main Course,197,"['Butter', 'Onion', 'Dahi', 'Tomato', 'Anar Seeds']","['Cold Drink', 'Extra Cheese', 'Ice Cream', 'French Fries', 'Chutney', 'Papad']"
1410,Dal Tadka,Snack,67,"['Cheese', 'Tomato', 'Dahi']","['Cold Drink', 'Ice Cream', 'French Fries', 'Chutney']"
1411,Poha,Main Course,66,['Dahi'],['Ice Cream']
1412,Chole Bhature,Dessert,46,"['Butter', 'Dahi', 'Tomato', 'Cheese', 'Anar Seeds']","['Cold Drink', 'Extra Cheese', 'French Fries', 'Ice Cream']"
1413,Bhel,Snack,150,"['Butter', 'Cheese', 'Anar Seeds', 'Tomato', 'Coriander', 'Onion']","['French Fries', 'Chutney']"
1414,Chai,Street Food,77,"['Onion', 'Anar Seeds', 'Coriander', 'Tomato', 'Butter', 'Dahi', 'Cheese']",['Ice Cream']
1415,Masala Dosa,Street Food,202,"['Cheese', 'Anar Seeds', 'Butter', 'Coriander']","['Papad', 'Ice Cream', 'French Fries']"
1416,Cold Coffee,Drink,261,['Onion'],"['French Fries', 'Extra Cheese', 'Cold Drink', 'Chutney', 'Ice Cream']"
1417,Paratha,Street Food,119,"['Tomato', 'Anar Seeds', 'Butter', 'Coriander']","['Chutney', 'Ice Cream']"
1418,Chai,Street Food,50,"['Onion', 'Dahi', 'Tomato', 'Coriander', 'Butter', 'Anar Seeds']","['Papad', 'French Fries', 'Cold Drink', 'Ice Cream', 'Chutney', 'Extra Cheese']"
1419,Rasgulla,Dessert,295,"['Butter', 'Onion', 'Coriander', 'Cheese', 'Dahi', 'Anar Seeds', 'Tomato']","['Ice Cream', 'Cold Drink', 'Papad', 'French Fries']"
1420,Bhel,Snack,112,"['Onion', 'Anar Seeds', 'Tomato', 'Butter', 'Coriander', 'Cheese', 'Dahi']","['French Fries', 'Chutney', 'Cold Drink', 'Ice Cream', 'Papad']"
1421,Idli Sambar,Street Food,81,"['Cheese', 'Butter']","['Papad', 'Cold Drink', 'French Fries']"
1422,Fish Fry,Dessert,72,"['Tomato', 'Onion', 'Anar Seeds', 'Butter']","['Chutney', 'French Fries', 'Ice Cream', 'Extra Cheese']"
1423,Gulab Jamun,Dessert,200,"['Onion', 'Tomato', 'Butter', 'Dahi', 'Cheese', 'Anar Seeds', 'Coriander']",['Ice Cream']
1424,Pani Puri,Main Course,119,"['Anar Seeds', 'Dahi', 'Tomato', 'Coriander']","['Ice Cream', 'Extra Cheese', 'Papad', 'French Fries', 'Chutney']"
1425,Vada Pav,Snack,96,"['Dahi', 'Anar Seeds', 'Coriander', 'Onion', 'Cheese', 'Butter']",['Cold Drink']
1426,Poha,Snack,257,['Butter'],"['Papad', 'Cold Drink', 'French Fries', 'Chutney', 'Extra Cheese']"
1427,Thali,Dessert,95,"['Tomato', 'Onion', 'Dahi', 'Coriander']","['Extra Cheese', 'Cold Drink', 'French Fries', 'Ice Cream', 'Chutney']"
1428,Fish Fry,Main Course,172,"['Anar Seeds', 'Tomato', 'Cheese', 'Coriander', 'Butter', 'Dahi', 'Onion']","['French Fries', 'Cold Drink', 'Extra Cheese']"
1429,Upma,Snack,66,"['Coriander', 'Cheese', 'Onion']","['Extra Cheese', 'French Fries', 'Chutney', 'Cold Drink']"
1430,Paneer Tikka,Drink,233,"['Onion', 'Dahi', 'Coriander']","['Extra Cheese', 'Cold Drink', 'Ice Cream', 'Chutney']"
1431,Samosa,Dessert,278,"['Dahi', 'Onion', 'Butter', 'Tomato']","['Papad', 'French Fries', 'Extra Cheese', 'Cold Drink']"
1432,Samosa,Drink,94,"['Butter', 'Cheese', 'Onion', 'Anar Seeds']","['Extra Cheese', 'Cold Drink', 'Ice Cream', 'French Fries', 'Papad', 'Chutney']"
1433,Falooda,Main Course,189,"['Dahi', 'Coriander', 'Butter', 'Anar Seeds', 'Cheese', 'Tomato']","['Extra Cheese', 'Cold Drink', 'Chutney', 'Papad']"
1434,Aloo Tikki,Street Food,150,"['Dahi', 'Butter', 'Coriander', 'Onion', 'Anar Seeds']",['Chutney']
1435,Pav Bhaji,Dessert,259,"['Coriander', 'Onion', 'Cheese']","['Chutney', 'Extra Cheese']"
1436,Ice Cream,Dessert,67,"['Dahi', 'Anar Seeds', 'Coriander', 'Butter', 'Tomato']","['French Fries', 'Ice Cream', 'Extra Cheese', 'Cold Drink', 'Chutney']"
1437,Paratha,Drink,153,"['Dahi', 'Anar Seeds', 'Onion', 'Cheese']","['French Fries', 'Chutney', 'Cold Drink', 'Papad', 'Extra Cheese', 'Ice Cream']"
1438,Dhokla,Dessert,136,"['Anar Seeds', 'Onion']","['Cold Drink', 'Chutney', 'French Fries']"
1439,Poha,Drink,187,['Dahi'],"['Papad', 'Extra Cheese', 'French Fries', 'Cold Drink', 'Chutney']"
1440,Idli Sambar,Dessert,91,"['Cheese', 'Onion']","['Chutney', 'Cold Drink', 'French Fries']"
1441,Masala Dosa,Drink,264,"['Butter', 'Anar Seeds', 'Coriander', 'Dahi', 'Cheese', 'Onion']","['Chutney', 'Extra Cheese', 'French Fries']"
1442,Jalebi,Street Food,61,"['Dahi', 'Anar Seeds', 'Onion', 'Butter']","['Cold Drink', 'Extra Cheese']"
1443,Idli Sambar,Main Course,62,"['Onion', 'Tomato']",['Chutney']
1444,Poha,Main Course,271,"['Butter', 'Cheese', 'Anar Seeds', 'Dahi', 'Coriander']","['Ice Cream', 'Extra Cheese', 'French Fries', 'Chutney']"
1445,Cold Coffee,Snack,167,"['Anar Seeds', 'Onion', 'Butter', 'Coriander', 'Dahi', 'Tomato', 'Cheese']",['Chutney']
1446,Misal Pav,Main Course,261,['Onion'],"['Chutney', 'Papad', 'French Fries', 'Ice Cream']"
1447,Chicken Curry,Snack,258,"['Anar Seeds', 'Tomato', 'Butter', 'Coriander', 'Onion']","['French Fries', 'Papad']"
1448,Samosa,Drink,50,['Anar Seeds'],"['Extra Cheese', 'French Fries', 'Cold Drink', 'Papad', 'Ice Cream', 'Chutney']"
1449,Misal Pav,Street Food,111,"['Butter', 'Coriander', 'Cheese', 'Onion', 'Dahi', 'Tomato']",['French Fries']
1450,Idli Sambar,Dessert,226,"['Onion', 'Butter', 'Cheese']","['French Fries', 'Papad', 'Extra Cheese']"
1451,Falooda,Drink,192,"['Onion', 'Dahi', 'Tomato']","['Cold Drink', 'French Fries']"
1452,Fish Fry,Dessert,179,"['Anar Seeds', 'Dahi', 'Butter']","['Chutney', 'French Fries', 'Ice Cream', 'Cold Drink', 'Extra Cheese', 'Papad']"
1453,Upma,Main Course,179,"['Tomato', 'Onion', 'Coriander', 'Anar Seeds', 'Cheese']","['Chutney', 'French Fries', 'Papad', 'Cold Drink', 'Ice Cream']"
1454,Falooda,Main Course,222,['Butter'],['Papad']
1455,Jalebi,Dessert,108,"['Onion', 'Coriander', 'Tomato', 'Dahi', 'Anar Seeds', 'Butter']","['Cold Drink', 'Chutney', 'Extra Cheese', 'Papad']"
1456,Idli Sambar,Main Course,196,"['Anar Seeds', 'Cheese', 'Dahi']","['French Fries', 'Papad', 'Chutney', 'Ice Cream']"
1457,Fish Fry,Street Food,222,"['Coriander', 'Butter', 'Dahi', 'Cheese', 'Anar Seeds', 'Onion']","['Chutney', 'Cold Drink', 'Papad', 'Ice Cream', 'Extra Cheese']"
1458,Chicken Curry,Street Food,204,"['Cheese', 'Tomato', 'Dahi', 'Coriander', 'Onion', 'Butter', 'Anar Seeds']","['Extra Cheese', 'Papad', 'Chutney']"
1459,Paratha,Snack,167,"['Tomato', 'Coriander', 'Onion', 'Dahi', 'Cheese', 'Anar Seeds', 'Butter']","['French Fries', 'Chutney', 'Extra Cheese', 'Papad', 'Ice Cream', 'Cold Drink']"
1460,Falooda,Drink,263,"['Onion', 'Anar Seeds', 'Coriander', 'Cheese', 'Tomato', 'Dahi', 'Butter']","['Cold Drink', 'Papad', 'French Fries', 'Ice Cream', 'Chutney', 'Extra Cheese']"
1461,Fish Fry,Street Food,279,"['Tomato', 'Onion']","['Cold Drink', 'French Fries']"
1462,Chai,Dessert,229,"['Dahi', 'Cheese', 'Anar Seeds', 'Tomato', 'Onion', 'Coriander', 'Butter']","['Ice Cream', 'Cold Drink', 'Papad', 'Chutney', 'French Fries', 'Extra Cheese']"
1463,Misal Pav,Main Course,256,"['Onion', 'Coriander', 'Dahi', 'Anar Seeds', 'Tomato', 'Cheese']","['Extra Cheese', 'Cold Drink', 'Chutney']"
1464,Samosa,Snack,281,"['Dahi', 'Butter', 'Anar Seeds']","['Papad', 'Ice Cream', 'French Fries', 'Cold Drink']"
1465,Aloo Tikki,Dessert,138,"['Butter', 'Dahi', 'Cheese', 'Anar Seeds']",['Extra Cheese']
1466,Bhel,Street Food,89,"['Coriander', 'Anar Seeds']","['Extra Cheese', 'Cold Drink', 'French Fries', 'Ice Cream', 'Chutney', 'Papad']"
1467,Thali,Drink,195,"['Coriander', 'Anar Seeds', 'Cheese', 'Butter']","['Chutney', 'Extra Cheese', 'Papad', 'French Fries', 'Ice Cream', 'Cold Drink']"
1468,Butter Naan,Snack,210,"['Cheese', 'Dahi', 'Butter', 'Onion']","['Papad', 'Cold Drink']"
